Product_ID,Brand_ID,Generic_ID,Company_ID,Strength,Unit_Size,MRP,Status
PROD000711,BRD001166,GEN001166,COMP000001,Standard,10's,9.38,Active
PROD000712,BRD001167,GEN001167,COMP000001,Standard,10's,15.94,Active
PROD000713,BRD001168,GEN001168,COMP000001,Standard,1 ml,11.25,Active
PROD000714,BRD001170,GEN001170,COMP000001,Standard,2 ml Ampoules,23.44,Active
PROD000715,BRD001178,GEN001178,COMP000001,Standard,10 ml,11.5,Active
PROD000716,BRD001181,GEN001181,COMP000001,Standard,15 ml Vial,386.72,Active
PROD000717,BRD001182,GEN001182,COMP000001,Standard,45 ml Vial,1600.31,Active
PROD000718,BRD001183,GEN001183,COMP000001,Standard,VIAL,35.0,Active
PROD000719,BRD001186,GEN001186,COMP000001,Standard,5's,72.0,Active
PROD000720,BRD001187,GEN001187,COMP000001,Standard,5's,230.0,Active
PROD000721,BRD001191,GEN001191,COMP000001,Standard,1 ml,6.56,Active
PROD000722,BRD001199,GEN001199,COMP000001,Standard,10's,66.0,Active
PROD000723,BRD001201,GEN001201,COMP000001,Standard,VIAL,159.38,Active
PROD000724,BRD001203,GEN001203,COMP000001,Standard,5 ml Vial/Ampoule,21.0,Active
PROD000725,BRD001211,GEN001211,COMP000001,Standard,VIAL,1687.5,Active
PROD000726,BRD001212,GEN001212,COMP000001,Standard,VIAL,2531.25,Active
PROD000727,BRD001213,GEN001213,COMP000001,Standard,10's Bottle,656.25,Active
PROD000728,BRD001214,GEN001214,COMP000001,Standard,10's,412.5,Active
PROD000729,BRD001215,GEN001215,COMP000001,Standard,VIAL,759.38,Active
PROD000730,BRD001216,GEN001216,COMP000001,Standard,VIAL,2165.63,Active
PROD000731,BRD001217,GEN001217,COMP000001,Standard,5's in Bottle,1371.56,Active
PROD000732,BRD001218,GEN001218,COMP000001,Standard,5's,2517.19,Active
PROD000733,BRD001219,GEN001219,COMP000001,Standard,200 ml Glass Bottle,247.0,Active
PROD000734,BRD001220,GEN001220,COMP000001,Standard,10's,178.13,Active
PROD000735,BRD001221,GEN001221,COMP000001,Standard,100's in Bottle,55.65,Active
PROD000736,BRD001222,GEN001222,COMP000001,Standard,6's,28.13,Active
PROD000737,BRD001223,GEN001223,COMP000001,Standard,15's,22.69,Active
PROD000738,BRD001225,GEN001225,COMP000001,Standard,10's,134.06,Active
PROD000739,BRD001226,GEN001226,COMP000001,Standard,1 ml Vial,46.88,Active
PROD000740,BRD001227,GEN001227,COMP000001,Standard,10's,32.81,Active
PROD000741,BRD001228,GEN001228,COMP000001,Standard,10's,51.56,Active
PROD000742,BRD001231,GEN001231,COMP000001,Standard,10's,0.0,Active
PROD000743,BRD001232,GEN001232,COMP000001,Standard,50 ml,37.5,Active
PROD000744,BRD001236,GEN001236,COMP000001,Standard,1's,3.4,Active
PROD000745,BRD001238,GEN001238,COMP000001,Standard,30's,56.25,Active
PROD000746,BRD001240,GEN001240,COMP000001,Standard,10's,29.49,Active
PROD000747,BRD001241,GEN001241,COMP000001,Standard,10's,168.75,Active
PROD000748,BRD001246,GEN001246,COMP000001,Standard,1's,5.68,Active
PROD000749,BRD001248,GEN001248,COMP000001,Standard,200 ml Bottle,43.32,Active
PROD000750,BRD001251,GEN001251,COMP000001,Standard,10's,20.63,Active
PROD000751,BRD001252,GEN001252,COMP000001,Standard,200 ml,33.75,Active
PROD000752,BRD001254,GEN001254,COMP000001,Standard,100 ml Bottle,18.57,Active
PROD000753,BRD001255,GEN001255,COMP000001,Standard,10's,56.72,Active
PROD000754,BRD001257,GEN001257,COMP000001,Standard,10's,30.94,Active
PROD000755,BRD001261,GEN001261,COMP000001,Standard,10's,14.06,Active
PROD000756,BRD001263,GEN001263,COMP000001,Standard,10's,37.5,Active
PROD000757,BRD001281,GEN001281,COMP000001,Standard,10's,19.69,Active
PROD000758,BRD001283,GEN001283,COMP000001,Standard,10's,10.32,Active
PROD000759,BRD001284,GEN001284,COMP000001,Standard,10's,24.96,Active
PROD000760,BRD001285,GEN001285,COMP000001,Standard,10's,28.13,Active
PROD000761,BRD001297,GEN001297,COMP000001,Standard,15's,15.47,Active
PROD000762,BRD001298,GEN001298,COMP000001,Standard,10's,18.75,Active
PROD000763,BRD001301,GEN001301,COMP000001,Standard,10's,30.94,Active
PROD000764,BRD001302,GEN001302,COMP000001,Standard,10's,27.84,Active
PROD000765,BRD001306,GEN001306,COMP000001,Standard,10's,14.75,Active
PROD000766,BRD001307,GEN001307,COMP000001,Standard,21's,90.0,Active
PROD000767,BRD001308,GEN001308,COMP000001,Standard,21's,35.0,Active
PROD000768,BRD001310,GEN001310,COMP000001,Standard,6's,281.25,Active
PROD000769,BRD001311,GEN001311,COMP000001,Standard,10's,20.63,Active
PROD000770,BRD001312,GEN001312,COMP000001,Standard,15's,56.25,Active
PROD000771,BRD001315,GEN001315,COMP000001,Standard,120 MDI,129.38,Active
PROD000772,BRD001319,GEN001319,COMP000001,Standard,10's,15.88,Active
PROD000773,BRD001328,GEN001328,COMP000001,Standard,2 ml Vial,9.38,Active
PROD000774,BRD001341,GEN001341,COMP000001,Standard,6's,8.44,Active
PROD000775,BRD001342,GEN001342,COMP000001,Standard,10's,52.5,Active
PROD000776,BRD001344,GEN001344,COMP000001,Standard,Vial & Wfi,268.13,Active
PROD000777,BRD001345,GEN001345,COMP000001,Standard,Vial & Wfi,154.69,Active
PROD000778,BRD001348,GEN001348,COMP000001,Standard,10's,17.02,Active
PROD000779,BRD001353,GEN001353,COMP000001,Standard,10's,12.19,Active
PROD000780,BRD001354,GEN001354,COMP000001,Standard,10's,78.75,Active
PROD000781,BRD001359,GEN001359,COMP000001,Standard,15's,21.56,Active
PROD000782,BRD001367,GEN001367,COMP000001,Standard,10's,43.11,Active
PROD000783,BRD001368,GEN001368,COMP000001,Standard,10's,27.84,Active
PROD000784,BRD001375,GEN001375,COMP000001,Standard,30's,26.25,Active
PROD000785,BRD001382,GEN001382,COMP000001,Standard,10's,61.88,Active
PROD000786,BRD001383,GEN001383,COMP000001,Standard,10's,35.17,Active
PROD000787,BRD001384,GEN001384,COMP000001,Standard,10's,10.31,Active
PROD000788,BRD001392,GEN001392,COMP000001,Standard,10's,38.16,Active
PROD000789,BRD001393,GEN001393,COMP000001,Standard,10's,43.32,Active
PROD000790,BRD001396,GEN001396,COMP000001,Standard,15 gm,56.25,Active
PROD000791,BRD001409,GEN001409,COMP000001,Standard,1 ml Vial,750.0,Active
PROD000792,BRD001410,GEN001410,COMP000001,Standard,10's,21.55,Active
PROD000793,BRD001411,GEN001411,COMP000001,Standard,10's,20.63,Active
PROD000794,BRD001414,GEN001414,COMP000001,Standard,10 ml Vial,210.94,Active
PROD000795,BRD001417,GEN001417,COMP000001,Standard,10's,42.19,Active
PROD000796,BRD001418,GEN001418,COMP000001,Standard,5 ml Vial,618.75,Active
PROD000797,BRD001427,GEN001427,COMP000001,Standard,10's,65.63,Active
PROD000798,BRD001431,GEN001431,COMP000001,Standard,1 ml Ampoule,9.28,Active
PROD000799,BRD001432,GEN001432,COMP000001,Standard,5 ml Vial,25.0,Active
PROD000800,BRD001435,GEN001435,COMP000001,Standard,10's,234.38,Active
PROD000801,BRD001437,GEN001437,COMP000001,Standard,30 ml,28.13,Active
PROD000802,BRD001438,GEN001438,COMP000001,Standard,10's,32.9,Active
PROD000803,BRD001440,GEN001440,COMP000001,Standard,1's Tin 250g,177.97,Active
PROD000804,BRD001441,GEN001441,COMP000001,Standard,1 x 9's (mono carton pack),46.2,Active
PROD000805,BRD001442,GEN001442,COMP000001,Standard,300 g Box,62.29,Active
PROD000806,BRD001443,GEN001443,COMP000001,Standard,100 gm Tetra pack,26.69,Active
PROD000807,BRD001444,GEN001444,COMP000001,Standard,500g Screw-Cap jar with scoop,0.0,Active
PROD000808,BRD001445,GEN001445,COMP000001,Standard,10's,16.5,Active
PROD000809,BRD001446,GEN001446,COMP000001,Standard,100 gm Plastic Jar,140.0,Active
PROD000810,BRD001447,GEN001447,COMP000001,Standard,1's Tin 250g,200.21,Active
PROD000811,BRD001448,GEN001448,COMP000001,Standard,10's,37.5,Active
PROD000812,BRD001449,GEN001449,COMP000001,Standard,200 ml,50.57,Active
PROD000813,BRD001450,GEN001450,COMP000001,Standard,10 ml,11.25,Active
PROD000814,BRD001451,GEN001451,COMP000001,Standard,10's,28.13,Active
PROD000815,BRD001452,GEN001452,COMP000001,Standard,10's,32.81,Active
PROD000816,BRD001453,GEN001453,COMP000001,Standard,100 ml,79.69,Active
PROD000817,BRD001454,GEN001454,COMP000001,Standard,100 ml,33.0,Active
PROD000818,BRD001455,GEN001455,COMP000001,Standard,5 gm,16.5,Active
PROD000819,BRD001456,GEN001456,COMP000001,Standard,4's,36.3,Active
PROD000820,BRD001457,GEN001457,COMP000001,Standard,10 gms tube,24.96,Active
PROD000821,BRD001458,GEN001458,COMP000001,Standard,500 ml IV Fluid Plastic Container,28.13,Active
PROD000822,BRD001459,GEN001459,COMP000001,Standard,1's Screw Cap Plastic Jar,160.17,Active
PROD000823,BRD001460,GEN001460,COMP000001,Standard,1's,0.0,Active
PROD000824,BRD001461,GEN001461,COMP000001,Standard,15's,20.63,Active
PROD000825,BRD001462,GEN001462,COMP000001,Standard,15's,30.94,Active
PROD000826,BRD001463,GEN001463,COMP000001,Standard,15's,36.09,Active
PROD000827,BRD001464,GEN001464,COMP000001,Standard,1's Bar,40.04,Active
PROD000828,BRD001465,GEN001465,COMP000001,Standard,1's Bar,8.9,Active
PROD000829,BRD001466,GEN001466,COMP000001,Standard,1's Tin 250g,177.97,Active
PROD000830,BRD001467,GEN001467,COMP000001,Standard,1's Tin 250g,177.97,Active
PROD000831,BRD001471,GEN001471,COMP000001,Standard,1's Screw Cap Plastic Jar,164.62,Active
PROD000832,BRD001472,GEN001472,COMP000001,Standard,1's Tin 250g,200.21,Active
PROD000833,BRD001473,GEN001473,COMP000001,Standard,100 ml,40.0,Active
PROD000834,BRD001474,GEN001474,COMP000001,Standard,500 ml,200.0,Active
PROD000835,BRD001475,GEN001475,COMP000001,Standard,250 ml,100.0,Active
PROD000836,BRD001476,GEN001476,COMP000001,Standard,10's,76.88,Active
PROD000837,BRD001479,GEN001479,COMP000001,Standard,10's,174.38,Active
PROD000838,BRD001480,GEN001480,COMP000001,Standard,10's,18.15,Active
PROD000839,BRD001481,GEN001481,COMP000001,Standard,10's,29.49,Active
PROD000840,BRD001482,GEN001482,COMP000001,Standard,15's,43.11,Active
PROD000841,BRD001483,GEN001483,COMP000001,Standard,15's,43.13,Active
PROD000842,BRD001485,GEN001485,COMP000001,Standard,10's,129.38,Active
PROD000843,BRD001487,GEN001487,COMP000001,Standard,120 ml,174.38,Active
PROD000844,BRD001488,GEN001488,COMP000001,Standard,10's,37.5,Active
PROD000845,BRD001489,GEN001489,COMP000001,Standard,10's,61.88,Active
PROD000846,BRD001490,GEN001490,COMP000001,Standard,10's,28.13,Active
PROD000847,BRD001492,GEN001492,COMP000001,Standard,10's,28.13,Active
PROD000848,BRD001493,GEN001493,COMP000001,Standard,10's,51.56,Active
PROD000849,BRD001495,GEN001495,COMP000001,Standard,10's,18.75,Active
PROD000850,BRD001496,GEN001496,COMP000001,Standard,5's,28.13,Active
PROD000851,BRD001497,GEN001497,COMP000001,Standard,10's,234.38,Active
PROD000852,BRD001498,GEN001498,COMP000001,Standard,10's,68.44,Active
PROD000853,BRD001501,GEN001501,COMP000001,Standard,10's,46.88,Active
PROD000854,BRD001502,GEN001502,COMP000001,Standard,10's,29.06,Active
PROD000855,BRD001503,GEN001503,COMP000001,Standard,10's,18.56,Active
PROD000856,BRD001504,GEN001504,COMP000001,Standard,30 g,51.56,Active
PROD000857,BRD001505,GEN001505,COMP000001,Standard,30 ml,46.88,Active
PROD000858,BRD001506,GEN001506,COMP000001,Standard,10 ml,32.81,Active
PROD000859,BRD001507,GEN001507,COMP000001,Standard,10's,45.0,Active
PROD000860,BRD001508,GEN001508,COMP000001,Standard,10's,28.13,Active
PROD000861,BRD001509,GEN001509,COMP000001,Standard,10's,42.19,Active
PROD000862,BRD001510,GEN001510,COMP000001,Standard,1 ml Vial,0.0,Active
PROD000863,BRD001511,GEN001511,COMP000001,Standard,30's,60.94,Active
PROD000864,BRD001512,GEN001512,COMP000001,Standard,10's,75.0,Active
PROD000865,BRD001513,GEN001513,COMP000001,Standard,10's,93.75,Active
PROD000866,BRD001514,GEN001514,COMP000001,Standard,10's,129.38,Active
PROD000867,BRD001515,GEN001515,COMP000001,Standard,15's,24.38,Active
PROD000868,BRD001516,GEN001516,COMP000001,Standard,10's,39.7,Active
PROD000869,BRD001517,GEN001517,COMP000001,Standard,10's,45.38,Active
PROD000870,BRD001518,GEN001518,COMP000001,Standard,10's,60.94,Active
PROD000871,BRD001519,GEN001519,COMP000001,Standard,10's,68.44,Active
PROD000872,BRD001520,GEN001520,COMP000001,Standard,10's,60.0,Active
PROD000873,BRD001521,GEN001521,COMP000001,Standard,15 ml,20.63,Active
PROD000874,BRD001522,GEN001522,COMP000001,Standard,20 g,23.44,Active
PROD000875,BRD001523,GEN001523,COMP000001,Standard,30 ml,28.13,Active
PROD000876,BRD001524,GEN001524,COMP000001,Standard,10's,60.94,Active
PROD000877,BRD001525,GEN001525,COMP000001,Standard,15's,16.5,Active
PROD000878,BRD001526,GEN001526,COMP000001,Standard,15's,22.5,Active
PROD000879,BRD001527,GEN001527,COMP000001,Standard,20 g,15.0,Active
PROD000880,BRD001528,GEN001528,COMP000001,Standard,10's,32.81,Active
PROD000881,BRD001529,GEN001529,COMP000001,Standard,3 ml,0.0,Active
PROD000882,BRD001530,GEN001530,COMP000001,Standard,3 ml,159.38,Active
PROD000883,BRD001531,GEN001531,COMP000001,Standard,10's,11.34,Active
PROD000884,BRD001533,GEN001533,COMP000001,Standard,5 ml,46.88,Active
PROD000885,BRD001534,GEN001534,COMP000001,Standard,5 ml,18.75,Active
PROD000886,BRD001536,GEN001536,COMP000001,Standard,15's,32.81,Active
PROD000887,BRD001537,GEN001537,COMP000001,Standard,10's,34.03,Active
PROD000888,BRD001538,GEN001538,COMP000001,Standard,10's,37.5,Active
PROD000889,BRD001540,GEN001540,COMP000001,Standard,10's,28.13,Active
PROD000890,BRD001541,GEN001541,COMP000001,Standard,10's,51.57,Active
PROD000891,BRD001542,GEN001542,COMP000001,Standard,200 ml,35.63,Active
PROD000892,BRD001543,GEN001543,COMP000001,Standard,10's,18.75,Active
PROD000893,BRD001544,GEN001544,COMP000001,Standard,10's,140.63,Active
PROD000894,BRD001545,GEN001545,COMP000001,Standard,10 ml,28.13,Active
PROD000895,BRD001548,GEN001548,COMP000001,Standard,30 ml,30.0,Active
PROD000896,BRD001549,GEN001549,COMP000001,Standard,10 ml,20.63,Active
PROD000897,BRD001551,GEN001551,COMP000001,Standard,1 Vial,60.94,Active
PROD000898,BRD001552,GEN001552,COMP000001,Standard,1 Vial,107.81,Active
PROD000899,BRD001553,GEN001553,COMP000001,Standard,30 ml,37.5,Active
PROD000900,BRD001554,GEN001554,COMP000001,Standard,1 Vial & wfi,22.5,Active
PROD000901,BRD001555,GEN001555,COMP000001,Standard,1 Vial & wfi,56.25,Active
PROD000902,BRD001556,GEN001556,COMP000001,Standard,10's,107.81,Active
PROD000903,BRD001557,GEN001557,COMP000001,Standard,1 vial,187.5,Active
PROD000904,BRD001559,GEN001559,COMP000001,Standard,10's,37.5,Active
PROD000905,BRD001560,GEN001560,COMP000001,Standard,10's,60.94,Active
PROD000906,BRD001562,GEN001562,COMP000001,Standard,10's,8.44,Active
PROD000907,BRD001564,GEN001564,COMP000001,Standard,4'S,17.02,Active
PROD000908,BRD001565,GEN001565,COMP000001,Standard,10's,17.02,Active
PROD000909,BRD001566,GEN001566,COMP000001,Standard,10's,11.34,Active
PROD000910,BRD001567,GEN001567,COMP000001,Standard,10's,51.56,Active
PROD000911,BRD001568,GEN001568,COMP000001,Standard,10's,14.06,Active
PROD000912,BRD001569,GEN001569,COMP000001,Standard,10 ml,10.31,Active
PROD000913,BRD001570,GEN001570,COMP000001,Standard,10's,206.25,Active
PROD000914,BRD001571,GEN001571,COMP000001,Standard,10's,13.13,Active
PROD000915,BRD001572,GEN001572,COMP000001,Standard,15 g,18.75,Active
PROD000916,BRD001574,GEN001574,COMP000001,Standard,15's,30.0,Active
PROD000917,BRD001575,GEN001575,COMP000001,Standard,25 g,12.19,Active
PROD000918,BRD001576,GEN001576,COMP000001,Standard,15 g,26.25,Active
PROD000919,BRD001577,GEN001577,COMP000001,Standard,10 g,14.06,Active
PROD000920,BRD001578,GEN001578,COMP000001,Standard,20g,28.13,Active
PROD000921,BRD001579,GEN001579,COMP000001,Standard,20g,32.81,Active
PROD000922,BRD001580,GEN001580,COMP000001,Standard,15 g,20.63,Active
PROD000923,BRD001581,GEN001581,COMP000001,Standard,15's,58.13,Active
PROD000924,BRD001582,GEN001582,COMP000001,Standard,75 ml,112.5,Active
PROD000925,BRD001583,GEN001583,COMP000001,Standard,25 ml,18.75,Active
PROD000926,BRD001584,GEN001584,COMP000001,Standard,10's,93.75,Active
PROD000927,BRD001585,GEN001585,COMP000001,Standard,Vial (10 ml),168.75,Active
PROD000928,BRD001586,GEN001586,COMP000001,Standard,Vial (10 ml),421.88,Active
PROD000929,BRD001587,GEN001587,COMP000001,Standard,30 ml,27.19,Active
PROD000930,BRD001588,GEN001588,COMP000001,Standard,10's,0.0,Active
PROD000931,BRD001590,GEN001590,COMP000001,Standard,10's,128.91,Active
PROD000932,BRD001591,GEN001591,COMP000001,Standard,10's,165.0,Active
PROD000933,BRD001592,GEN001592,COMP000001,Standard,10's,33.0,Active
PROD000934,BRD001593,GEN001593,COMP000001,Standard,10's,23.44,Active
PROD000935,BRD001594,GEN001594,COMP000001,Standard,30 gm,51.57,Active
PROD000936,BRD001596,GEN001596,COMP000001,Standard,10's,46.88,Active
PROD000937,BRD001597,GEN001597,COMP000001,Standard,10's,9.38,Active
PROD000938,BRD001598,GEN001598,COMP000001,Standard,10's,70.31,Active
PROD000939,BRD001599,GEN001599,COMP000001,Standard,10's,32.81,Active
PROD000940,BRD001601,GEN001601,COMP000001,Standard,10's,5.63,Active
PROD000941,BRD001602,GEN001602,COMP000001,Standard,10's,32.81,Active
PROD000942,BRD001603,GEN001603,COMP000001,Standard,5 ml,150.0,Active
PROD000943,BRD001604,GEN001604,COMP000001,Standard,5 ml,103.13,Active
PROD000944,BRD001605,GEN001605,COMP000001,Standard,10's,16.5,Active
PROD000945,BRD001606,GEN001606,COMP000001,Standard,10's,67.5,Active
PROD000946,BRD001607,GEN001607,COMP000001,Standard,15's,18.75,Active
PROD000947,BRD001608,GEN001608,COMP000001,Standard,30's,1031.25,Active
PROD000948,BRD001609,GEN001609,COMP000001,Standard,10's,37.5,Active
PROD000949,BRD001610,GEN001610,COMP000001,Standard,10's,61.88,Active
PROD000950,BRD001611,GEN001611,COMP000001,Standard,30's,984.38,Active
PROD000951,BRD001612,GEN001612,COMP000001,Standard,10's,93.75,Active
PROD000952,BRD001613,GEN001613,COMP000001,Standard,10's,121.88,Active
PROD000953,BRD001615,GEN001615,COMP000001,Standard,10's,53.44,Active
PROD000954,BRD001617,GEN001617,COMP000001,Standard,10's,25.31,Active
PROD000955,BRD001618,GEN001618,COMP000001,Standard,10's,56.25,Active
PROD000956,BRD001620,GEN001620,COMP000001,Standard,15's,79.69,Active
PROD000957,BRD001621,GEN001621,COMP000001,Standard,15's,51.56,Active
PROD000958,BRD001622,GEN001622,COMP000001,Standard,10's,34.03,Active
PROD000959,BRD001623,GEN001623,COMP000001,Standard,100 ml,28.13,Active
PROD000960,BRD001624,GEN001624,COMP000001,Standard,10's,18.75,Active
PROD000961,BRD001625,GEN001625,COMP000001,Standard,10 g,18.75,Active
PROD000962,BRD001626,GEN001626,COMP000001,Standard,120 MD,154.69,Active
PROD000963,BRD001627,GEN001627,COMP000001,Standard,120 MD,164.06,Active
PROD000964,BRD001628,GEN001628,COMP000001,Standard,30's,93.75,Active
PROD000965,BRD001630,GEN001630,COMP000001,Standard,30's,79.69,Active
PROD000966,BRD001631,GEN001631,COMP000001,Standard,2 ml,15.47,Active
PROD000967,BRD001632,GEN001632,COMP000001,Standard,2 ml,18.75,Active
PROD000968,BRD001633,GEN001633,COMP000001,Standard,30's,103.13,Active
PROD000969,BRD001635,GEN001635,COMP000001,Standard,30 g,0.0,Active
PROD000970,BRD001636,GEN001636,COMP000001,Standard,200 ml,42.19,Active
PROD000971,BRD001637,GEN001637,COMP000001,Standard,10's,0.0,Active
PROD000972,BRD001638,GEN001638,COMP000001,Standard,15 g,33.75,Active
PROD000973,BRD001639,GEN001639,COMP000001,Standard,15's,23.44,Active
PROD000974,BRD001640,GEN001640,COMP000001,Standard,10's,41.25,Active
PROD000975,BRD001643,GEN001643,COMP000001,Standard,3ml Pre-filled Pen,415.0,Active
PROD000976,BRD001644,GEN001644,COMP000001,Standard,10's,25.78,Active
PROD000977,BRD001645,GEN001645,COMP000001,Standard,10's,28.13,Active
PROD000978,BRD001646,GEN001646,COMP000001,Standard,10's,24.96,Active
PROD000979,BRD001647,GEN001647,COMP000001,Standard,10's,23.44,Active
PROD000980,BRD001650,GEN001650,COMP000001,Standard,10's,173.44,Active
PROD000981,BRD001657,GEN001657,COMP000001,Standard,100 ml,25.78,Active
PROD000982,BRD001659,GEN001659,COMP000001,Standard,100 ml,10000.0,Active
PROD000983,BRD001660,GEN001660,COMP000001,Standard,2 ml vial,0.0,Active
PROD000984,BRD001661,GEN001661,COMP000001,Standard,10 ml,28.13,Active
PROD000985,BRD001662,GEN001662,COMP000001,Standard,15's,11.25,Active
PROD000986,BRD001663,GEN001663,COMP000001,Standard,10's,46.88,Active
PROD000987,BRD001664,GEN001664,COMP000001,Standard,100 ml,21.56,Active
PROD000988,BRD001665,GEN001665,COMP000001,Standard,30 capsules and 1 inhaler,686.25,Active
PROD000989,BRD001668,GEN001668,COMP000001,Standard,10's,14.06,Active
PROD000990,BRD001669,GEN001669,COMP000001,Standard,10's,0.0,Active
PROD000991,BRD001670,GEN001670,COMP000001,Standard,10's,46.88,Active
PROD000992,BRD001671,GEN001671,COMP000001,Standard,15's,92.82,Active
PROD000993,BRD001672,GEN001672,COMP000001,Standard,75 gm Pack,48.46,Active
PROD000994,BRD001673,GEN001673,COMP000001,Standard,10's,56.25,Active
PROD000995,BRD001674,GEN001674,COMP000001,Standard,10's,37.5,Active
PROD000996,BRD001675,GEN001675,COMP000001,Standard,10 ml,93.75,Active
PROD000997,BRD001676,GEN001676,COMP000001,Standard,180 gm,187.5,Active
PROD000998,BRD001678,GEN001678,COMP000001,Standard,10's,0.0,Active
PROD000999,BRD001679,GEN001679,COMP000001,Standard,10's,56.25,Active
PROD001000,BRD001680,GEN001680,COMP000001,Standard,10's,112.5,Active
PROD001001,BRD001681,GEN001681,COMP000001,Standard,10's,28.13,Active
PROD001002,BRD001682,GEN001682,COMP000001,Standard,10's,84.38,Active
PROD001003,BRD001683,GEN001683,COMP000001,Standard,15's,14.44,Active
PROD001004,BRD001684,GEN001684,COMP000001,Standard,10's,0.0,Active
PROD001005,BRD001685,GEN001685,COMP000001,Standard,120 ml,38.44,Active
PROD001006,BRD001686,GEN001686,COMP000001,Standard,60 s in container,58.13,Active
PROD001007,BRD001687,GEN001687,COMP000001,Standard,200 MDI,0.0,Active
PROD001008,BRD001688,GEN001688,COMP000001,Standard,30's,53.63,Active
PROD001009,BRD001689,GEN001689,COMP000001,Standard,2ml respules,25.31,Active
PROD001010,BRD001690,GEN001690,COMP000001,Standard,60 s in container,70.31,Active
PROD001011,BRD001692,GEN001692,COMP000001,Standard,2.5 ml,5.34,Active
PROD001012,BRD001694,GEN001694,COMP000001,Standard,10's,36.56,Active
PROD001013,BRD001695,GEN001695,COMP000001,Standard,10's,32.81,Active
PROD001014,BRD001696,GEN001696,COMP000001,Standard,10's,39.19,Active
PROD001015,BRD001701,GEN001701,COMP000001,Standard,170 ml,39.38,Active
PROD001016,BRD001703,GEN001703,COMP000001,Standard,10's,0.0,Active
PROD001017,BRD001704,GEN001704,COMP000001,Standard,10's,68.07,Active
PROD001018,BRD001706,GEN001706,COMP000001,Standard,10's,84.38,Active
PROD001019,BRD001707,GEN001707,COMP000001,Standard,10's,0.0,Active
PROD001020,BRD001708,GEN001708,COMP000001,Standard,15's,17.02,Active
PROD001021,BRD001709,GEN001709,COMP000001,Standard,60 ml,150.0,Active
PROD001022,BRD001710,GEN001710,COMP000001,Standard,60 ml,215.63,Active
PROD001023,BRD001711,GEN001711,COMP000001,Standard,60 ml,18.75,Active
PROD001024,BRD001712,GEN001712,COMP000001,Standard,50 gm,30.0,Active
PROD001025,BRD001714,GEN001714,COMP000001,Standard,10's,28.13,Active
PROD001026,BRD001715,GEN001715,COMP000001,Standard,10's,48.75,Active
PROD001027,BRD001716,GEN001716,COMP000001,Standard,10's,23.44,Active
PROD001028,BRD001717,GEN001717,COMP000001,Standard,5 g,17.53,Active
PROD001029,BRD001718,GEN001718,COMP000001,Standard,10's,51.57,Active
PROD001030,BRD001719,GEN001719,COMP000001,Standard,10's,41.25,Active
PROD001031,BRD001720,GEN001720,COMP000001,Standard,10's,37.5,Active
PROD001032,BRD001721,GEN001721,COMP000001,Standard,10's,60.94,Active
PROD001033,BRD001722,GEN001722,COMP000001,Standard,30's,46.88,Active
PROD001034,BRD001723,GEN001723,COMP000001,Standard,15's,11.25,Active
PROD001035,BRD001725,GEN001725,COMP000001,Standard,10's,23.44,Active
PROD001036,BRD001729,GEN001729,COMP000001,Standard,10's,60.94,Active
PROD001037,BRD001730,GEN001730,COMP000001,Standard,10's,42.19,Active
PROD001038,BRD001731,GEN001731,COMP000001,Standard,10's,28.13,Active
PROD001039,BRD001732,GEN001732,COMP000001,Standard,10's,42.19,Active
PROD001040,BRD001733,GEN001733,COMP000001,Standard,15's,28.36,Active
PROD001041,BRD001737,GEN001737,COMP000001,Standard,10's,93.75,Active
PROD001042,BRD001738,GEN001738,COMP000001,Standard,10's,18.75,Active
PROD001043,BRD001739,GEN001739,COMP000001,Standard,10's,84.38,Active
PROD001044,BRD001740,GEN001740,COMP000001,Standard,10's,196.88,Active
PROD001045,BRD001741,GEN001741,COMP000001,Standard,10's,20.63,Active
PROD001046,BRD001742,GEN001742,COMP000001,Standard,100 ml,46.88,Active
PROD001047,BRD001743,GEN001743,COMP000001,Standard,15 ml,12.19,Active
PROD001048,BRD001744,GEN001744,COMP000001,Standard,15 ml,18.75,Active
PROD001049,BRD001745,GEN001745,COMP000001,Standard,60 ML,20.63,Active
PROD001050,BRD001747,GEN001747,COMP000001,Standard,10's,9.38,Active
PROD001051,BRD001749,GEN001749,COMP000001,Standard,60 ML,23.44,Active
PROD001052,BRD001751,GEN001751,COMP000001,Standard,10's,11.25,Active
PROD001053,BRD001752,GEN001752,COMP000001,Standard,10's,15.0,Active
PROD001054,BRD001753,GEN001753,COMP000001,Standard,10's,13.13,Active
PROD001055,BRD001755,GEN001755,COMP000001,Standard,60 ml,12.19,Active
PROD001056,BRD001758,GEN001758,COMP000001,Standard,100 ml,23.44,Active
PROD001057,BRD001759,GEN001759,COMP000001,Standard,100 ml,28.13,Active
PROD001058,BRD001760,GEN001760,COMP000001,Standard,10's,31.88,Active
PROD001059,BRD001761,GEN001761,COMP000001,Standard,10's,0.0,Active
PROD001060,BRD001762,GEN001762,COMP000001,Standard,15 gm,41.25,Active
PROD001061,BRD001763,GEN001763,COMP000001,Standard,10's,28.88,Active
PROD001062,BRD001764,GEN001764,COMP000001,Standard,10's,46.41,Active
PROD001063,BRD001765,GEN001765,COMP000001,Standard,10's,39.7,Active
PROD001064,BRD001767,GEN001767,COMP000001,Standard,10's,26.25,Active
